effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),64.79601512288389,0.7326199352238808,88.444242379349,656.2715095155352,0,63.357453374400485,66.2345768713673
fixed,CYCLE2,2.358689834161261,0.710035228905543,3.3219335296883425,1535.0560071377047,9.149675720167444e-4,0.9659482203246306,3.7514314479978914
fixed,CYCLE3,-1.0416446180058414,0.7581028749948487,-1.374014863105379,1669.4121940134164,0.16962151541140885,-2.528576998526658,0.4452877625149749
fixed,MONTH_num,-1.3240417757842524,0.06962911991346836,-19.015632790270885,1483.6385609425597,2.5207518653266717e-72,-1.4606237662536987,-1.1874597853148061
