effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),18.671267480076185,0.5927057940145167,31.50174617597695,245.64737011098853,3.028407735812969e-88,17.503833752845804,19.838701207306567
fixed,CYCLE2,-0.9965967412935116,0.36548274697803373,-2.7267955862042625,1649.0542982295824,0.00646300839204861,-1.7134559124538211,-0.279737570133202
fixed,CYCLE3,-2.0067726071548684,0.39426712279230086,-5.0898806700959245,1651.729760132281,3.9923150447143626e-7,-2.780088636268175,-1.2334565780415616
fixed,MONTH_num,-0.6294439348833867,0.034575055378092315,-18.205146108955166,1572.915382536513,2.369441998759746e-67,-0.697261983759117,-0.5616258860076564
